"flag","ADDITIONALS","BODY","BOUNDARY","COLLISION","DESIGNSPACE","SETTINGZONE","NONE","Rho","PhaseField","U:0","U:1","U:2","NormalizedPressure","Pressure","Normal:0","Normal:1","Normal:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
256,0,0,0,2,0,0,0,1,7.30397756327e-07,4.90705314445e-09,1.42753127134e-10,0,-4.01965133685e-07,-1.33988377895e-07,0,0,0,1,19.968000412,19.968000412,128,0.5
256,0,0,0,2,0,0,0,1,7.30400713661e-07,5.19531470996e-09,1.45609642505e-10,0,-4.01967155416e-07,-1.33989051805e-07,0,0,0,1,20.2240009308,20.2240009308,128,0.5
256,0,0,0,2,0,0,0,1,7.30400713661e-07,5.19531470996e-09,1.45609642505e-10,0,-4.01967155416e-07,-1.33989051805e-07,0,0,0,1,20.4799995422,20.4799995422,128,0.5
256,0,0,0,2,0,0,0,1,7.30400713661e-07,5.19531470996e-09,1.45609642505e-10,0,-4.01967155416e-07,-1.33989051805e-07,0,0,0,1,20.736000061,20.736000061,128,0.5
256,0,0,0,2,0,0,0,1,7.30400713661e-07,5.19531470996e-09,1.45609642505e-10,0,-4.01967155416e-07,-1.33989051805e-07,0,0,0,1,20.9920005798,20.9920005798,128,0.5
256,0,0,0,2,0,0,0,1,7.30403871945e-07,5.48947776751e-09,1.48658780425e-10,0,-4.01969315361e-07,-1.33989771787e-07,0,0,0,1,21.2479991913,21.2479991913,128,0.5
256,0,0,0,2,0,0,0,1,7.30403871945e-07,5.48947776751e-09,1.48658780425e-10,0,-4.01969315361e-07,-1.33989771787e-07,0,0,0,1,21.5039997101,21.5039997101,128,0.5
256,0,0,0,2,0,0,0,1,7.30403871945e-07,5.48947776751e-09,1.48658780425e-10,0,-4.01969315361e-07,-1.33989771787e-07,0,0,0,1,21.7600002289,21.7600002289,128,0.5
256,0,0,0,2,0,0,0,1,7.30407240053e-07,5.78993505455e-09,1.51908689382e-10,0,-4.01971619857e-07,-1.33990539952e-07,0,0,0,1,22.0160007477,22.0160007477,128,0.5
256,0,0,0,2,0,0,0,1,7.30407240053e-07,5.78993505455e-09,1.51908689382e-10,0,-4.01971619857e-07,-1.33990539952e-07,0,0,0,1,22.2719993591,22.2719993591,128,0.5
256,0,0,0,2,0,0,0,1,7.30407240053e-07,5.78993505455e-09,1.51908689382e-10,0,-4.01971619857e-07,-1.33990539952e-07,0,0,0,1,22.5279998779,22.5279998779,128,0.5
256,0,0,0,2,0,0,0,1,7.30407240053e-07,5.78993505455e-09,1.51908689382e-10,0,-4.01971619857e-07,-1.33990539952e-07,0,0,0,1,22.7840003967,22.7840003967,128,0.5
256,0,0,0,2,0,0,0,1,7.30410827576e-07,6.09709703446e-09,1.55368241514e-10,0,-4.01974075554e-07,-1.33991358518e-07,0,0,0,1,23.0400009155,23.0400009155,128,0.5
256,0,0,0,2,0,0,0,1,7.30410827576e-07,6.09709703446e-09,1.55368241514e-10,0,-4.01974075554e-07,-1.33991358518e-07,0,0,0,1,23.295999527,23.295999527,128,0.5
256,0,0,0,2,0,0,0,1,7.30410827576e-07,6.09709703446e-09,1.55368241514e-10,0,-4.01974075554e-07,-1.33991358518e-07,0,0,0,1,23.5520000458,23.5520000458,128,0.5
256,0,0,0,2,0,0,0,1,7.30410827576e-07,6.09709703446e-09,1.55368241514e-10,0,-4.01974075554e-07,-1.33991358518e-07,0,0,0,1,23.8080005646,23.8080005646,128,0.5
256,0,0,0,2,0,0,0,1,7.30414644865e-07,6.41139170441e-09,1.59046922457e-10,0,-4.01976689704e-07,-1.33992229901e-07,0,0,0,1,24.063999176,24.063999176,128,0.5
256,0,0,0,2,0,0,0,1,7.30414644865e-07,6.41139170441e-09,1.59046922457e-10,0,-4.01976689704e-07,-1.33992229901e-07,0,0,0,1,24.3199996948,24.3199996948,128,0.5
256,0,0,0,2,0,0,0,1,7.30414644865e-07,6.41139170441e-09,1.59046922457e-10,0,-4.01976689704e-07,-1.33992229901e-07,0,0,0,1,24.5760002136,24.5760002136,128,0.5
256,0,0,0,2,0,0,0,1,7.30414644865e-07,6.41139170441e-09,1.59046922457e-10,0,-4.01976689704e-07,-1.33992229901e-07,0,0,0,1,24.8320007324,24.8320007324,128,0.5
256,0,0,0,2,0,0,0,1,7.3041870309e-07,6.73326750436e-09,1.62954837972e-10,0,-4.01979470168e-07,-1.33993156723e-07,0,0,0,1,25.0879993439,25.0879993439,128,0.5
256,0,0,0,2,0,0,0,1,7.3041870309e-07,6.73326750436e-09,1.62954837972e-10,0,-4.01979470168e-07,-1.33993156723e-07,0,0,0,1,25.3439998627,25.3439998627,128,0.5
256,0,0,0,2,0,0,0,1,7.3041870309e-07,6.73326750436e-09,1.62954837972e-10,0,-4.01979470168e-07,-1.33993156723e-07,0,0,0,1,25.6000003815,25.6000003815,128,0.5
256,0,0,0,2,0,0,0,1,7.3041870309e-07,6.73326750436e-09,1.62954837972e-10,0,-4.01979470168e-07,-1.33993156723e-07,0,0,0,1,25.8560009003,25.8560009003,128,0.5
256,0,0,0,2,0,0,0,1,7.30423014301e-07,7.06319292656e-09,1.67103025424e-10,0,-4.01982425491e-07,-1.3399414183e-07,0,0,0,1,26.1119995117,26.1119995117,128,0.5
256,0,0,0,2,0,0,0,1,7.30423014301e-07,7.06319292656e-09,1.67103025424e-10,0,-4.01982425491e-07,-1.3399414183e-07,0,0,0,1,26.3680000305,26.3680000305,128,0.5
256,0,0,0,2,0,0,0,1,7.30423014301e-07,7.06319292656e-09,1.67103025424e-10,0,-4.01982425491e-07,-1.3399414183e-07,0,0,0,1,26.6240005493,26.6240005493,128,0.5
256,0,0,0,2,0,0,0,1,7.30423014301e-07,7.06319292656e-09,1.67103025424e-10,0,-4.01982425491e-07,-1.3399414183e-07,0,0,0,1,26.8799991608,26.8799991608,128,0.5
256,0,0,0,2,0,0,0,1,7.3042759149e-07,7.40166035579e-09,1.71503150241e-10,0,-4.01985564554e-07,-1.33995188185e-07,0,0,0,1,27.1359996796,27.1359996796,128,0.5
256,0,0,0,2,0,0,0,1,7.3042759149e-07,7.40166035579e-09,1.71503150241e-10,0,-4.01985564554e-07,-1.33995188185e-07,0,0,0,1,27.3920001984,27.3920001984,128,0.5
256,0,0,0,2,0,0,0,1,7.3042759149e-07,7.40166035579e-09,1.71503150241e-10,0,-4.01985564554e-07,-1.33995188185e-07,0,0,0,1,27.6480007172,27.6480007172,128,0.5
256,0,0,0,2,0,0,0,1,7.3042759149e-07,7.40166035579e-09,1.71503150241e-10,0,-4.01985564554e-07,-1.33995188185e-07,0,0,0,1,27.9039993286,27.9039993286,128,0.5
256,0,0,0,2,0,0,0,1,7.30432448669e-07,7.74918485859e-09,1.76167742346e-10,0,-4.01988897422e-07,-1.33996299141e-07,0,0,0,1,28.1599998474,28.1599998474,128,0.5
256,0,0,0,2,0,0,0,1,7.30432448669e-07,7.74918485859e-09,1.76167742346e-10,0,-4.01988897422e-07,-1.33996299141e-07,0,0,0,1,28.4160003662,28.4160003662,128,0.5
256,0,0,0,2,0,0,0,1,7.30432448669e-07,7.74918485859e-09,1.76167742346e-10,0,-4.01988897422e-07,-1.33996299141e-07,0,0,0,1,28.672000885,28.672000885,128,0.5
256,0,0,0,2,0,0,0,1,7.30432448669e-07,7.74918485859e-09,1.76167742346e-10,0,-4.01988897422e-07,-1.33996299141e-07,0,0,0,1,28.9279994965,28.9279994965,128,0.5
256,0,0,0,2,0,0,0,1,7.30437600942e-07,8.10630946428e-09,1.81110337973e-10,0,-4.01992434617e-07,-1.33997478206e-07,0,0,0,1,29.1840000153,29.1840000153,128,0.5
256,0,0,0,2,0,0,0,1,7.30437600942e-07,8.10630946428e-09,1.81110337973e-10,0,-4.01992434617e-07,-1.33997478206e-07,0,0,0,1,29.4400005341,29.4400005341,128,0.5
256,0,0,0,2,0,0,0,1,7.30437600942e-07,8.10630946428e-09,1.81110337973e-10,0,-4.01992434617e-07,-1.33997478206e-07,0,0,0,1,29.6959991455,29.6959991455,128,0.5
256,0,0,0,2,0,0,0,1,7.30437600942e-07,8.10630946428e-09,1.81110337973e-10,0,-4.01992434617e-07,-1.33997478206e-07,0,0,0,1,29.9519996643,29.9519996643,128,0.5
256,0,0,0,2,0,0,0,1,7.304430646e-07,8.4736029581e-09,1.86345436263e-10,0,-4.01996187582e-07,-1.33998729194e-07,0,0,0,1,30.2080001831,30.2080001831,128,0.5
256,0,0,0,2,0,0,0,1,7.304430646e-07,8.4736029581e-09,1.86345436263e-10,0,-4.01996187582e-07,-1.33998729194e-07,0,0,0,1,30.4640007019,30.4640007019,128,0.5
